time,weekday,CPU utilization percentage,GPU Utilization,Current battery percentage,Battery Status,Battery Usage
2024-11-16 00:00:00,5,0.14595070629436885,0.04012409434849425,79.45899007056548,2,
2024-11-16 00:10:00,5,0.081279279668314,0.21438504320223742,77.85763767158365,2,1.6
2024-11-16 00:20:00,5,0.07914580681632372,0.27829905767073937,72.9710832575702,2,4.89
2024-11-16 00:30:00,5,0.1583536676611719,0.1488212871712015,72.09812711039551,2,0.87
2024-11-16 00:40:00,5,0.0764549621845214,0.04446816593191326,73.63750033270784,2,-1.54
2024-11-16 00:50:00,5,0.19408154457748691,0.11505315932247664,79.58496315219071,2,-5.95
2024-11-16 01:00:00,5,0.1779582238932563,0.11769185597808195,79.4350612615997,2,0.15
2024-11-16 01:10:00,5,0.051323261408235066,0.13663724794564197,74.68774174615766,2,4.75
2024-11-16 01:20:00,5,0.052700843603342665,0.1594199566212743,78.52480408135321,2,-3.84
2024-11-16 01:30:00,5,0.09998505161813165,0.12899727393142663,76.45097357699973,2,2.07
2024-11-16 01:40:00,5,0.09307728997116185,0.23863373548910283,77.11636445442433,2,-0.67
2024-11-16 01:50:00,5,0.10210931308345905,0.11707814001262047,78.38207522916218,2,-1.27
2024-11-16 02:00:00,5,0.16590733148080067,0.2087123549709588,76.13587353179554,2,2.25
2024-11-16 02:10:00,5,0.06485077147203196,0.20816745299193565,78.40349350243568,2,-2.27
2024-11-16 02:20:00,5,0.10158147735201628,0.19358007377727335,71.42072048953695,2,6.98
2024-11-16 02:30:00,5,0.08058200984519981,0.18091634335704418,71.26868688254828,2,0.15
2024-11-16 02:40:00,5,0.14859521612600665,0.27607261533834404,78.37644047228915,2,-7.11
2024-11-16 02:50:00,5,0.04364209741832836,0.2908260563605411,78.75288035430052,2,-0.38
2024-11-16 03:00:00,5,0.14510601752678637,0.020629636422401197,76.42095368683495,2,2.33
2024-11-16 03:10:00,5,0.0811579785243813,0.24685819146105614,76.46104102656155,2,-0.04
2024-11-16 03:20:00,5,0.009799743265977701,0.12216434594624218,71.68141891650336,2,4.78
2024-11-16 03:30:00,5,0.06574507606776339,0.13218126376324402,73.40818689719283,2,-1.73
2024-11-16 03:40:00,5,0.18364355989869863,0.19779059604454075,73.60668297076354,2,-0.2
2024-11-16 03:50:00,5,0.19959185330670168,0.27151370347084364,78.48829634609936,2,-4.88
2024-11-16 04:00:00,5,0.02960568209518366,0.023790781799383275,77.1939666455275,2,1.29
2024-11-16 04:10:00,5,0.16951261974730508,0.036249400826285395,73.34619827233202,2,3.85
2024-11-16 04:20:00,5,0.07184217093939237,0.297255504581108,78.53486625762882,2,-5.19
2024-11-16 04:30:00,5,0.021346806596617876,0.02249600215351346,78.58585515012803,2,-0.05
2024-11-16 04:40:00,5,0.19190472450609794,0.23844144147916008,74.92406897741375,2,3.66
2024-11-16 04:50:00,5,0.024091577344085714,0.19609825454662497,75.48518581215966,2,-0.56
2024-11-16 05:00:00,5,0.048477734855946,0.21306535405406518,73.56001741563419,2,1.93
2024-11-16 05:10:00,5,0.19322111693682376,0.17115437730717173,77.85766743142031,2,-4.3
2024-11-16 05:20:00,5,0.09404735921102599,0.14084294429764194,73.38277528227081,2,4.47
2024-11-16 05:30:00,5,0.16368466968283663,0.1463164374152909,71.88693376298478,2,1.5
2024-11-16 05:40:00,5,0.18378050219825412,0.2940171684036689,71.10992321892853,2,0.78
2024-11-16 05:50:00,5,0.15401280352095517,0.1376490728079515,70.09113896508306,2,1.02
2024-11-16 06:00:00,5,0.15231274009574977,0.16591069480925227,77.1475023261814,2,-7.06
2024-11-16 06:10:00,5,0.15376690852953634,0.2569869422738195,79.99388688122269,2,-2.85
2024-11-16 06:20:00,5,0.04603229540897629,0.05193367902229812,73.66162385384249,2,6.33
2024-11-16 06:30:00,5,0.0017763346400920367,0.11924635895956663,75.65194400554228,2,-1.99
2024-11-16 06:40:00,5,0.10398976083785541,0.11533890149364513,77.39279422906522,2,-1.74
2024-11-16 06:50:00,5,0.2419795632055486,0.1388688256411625,71.5240290137323,2,5.87
2024-11-16 07:00:00,5,0.3671418200782234,0.1701475462527222,79.59400527256471,2,-8.07
2024-11-16 07:10:00,5,0.1573904689195269,0.0043068336110501535,68.04922837593463,2,11.54
2024-11-16 07:20:00,5,0.0147003289845574,0.18637846438260872,76.72024585140235,2,-8.67
2024-11-16 07:30:00,5,0.28718631742211576,0.16003211803639664,72.18178420784356,2,4.54
2024-11-16 07:40:00,5,0.17755416158269868,0.1719705920671206,72.77781925160834,2,-0.6
2024-11-16 07:50:00,5,0.048976154941027694,0.26690158092320515,73.10940595807375,2,-0.33
2024-11-16 08:00:00,5,0.11084953771448235,0.10522953098799157,75.9676459111772,2,-2.86
2024-11-16 08:10:00,5,0.030882012047499255,0.21737445204853514,78.13245657571184,2,-2.16
2024-11-16 08:20:00,5,0.16315227169383198,0.21569665232636945,77.17022130576568,2,0.96
2024-11-16 08:30:00,5,0.24080157602864394,0.15204520468486035,76.83131217738546,2,0.34
2024-11-16 08:40:00,5,0.16786228342539072,0.296398142926084,76.2074782914214,2,0.62
2024-11-16 08:50:00,5,0.22923704307614187,0.09140910328796066,79.09537392334873,2,-2.89
2024-11-16 09:00:00,5,0.3855392222236448,0.26429923938066585,73.65539429950732,2,5.44
2024-11-16 09:10:00,5,0.2679835237989929,0.18031570732075894,68.9152073103296,2,4.74
2024-11-16 09:20:00,5,0.1663763818614672,0.276190602463201,69.9472611181313,2,-1.03
2024-11-16 09:30:00,5,0.005718350116556393,0.23907526625103048,67.9731779857481,2,1.97
2024-11-16 09:40:00,5,0.20381380551841619,0.05593394814680186,75.93434335799063,2,-7.96
2024-11-16 09:50:00,5,0.040977058128429625,0.08571661639462207,68.83827819897111,2,7.1
2024-11-16 10:00:00,5,0.2298343387710644,0.12134616366814306,75.83967483691504,2,-7.0
2024-11-16 10:10:00,5,0.31289885261852735,0.02827170754407049,72.08751634291107,2,3.75
2024-11-16 10:20:00,5,0.1590213579580282,0.19346757880874513,73.93355825843419,2,-1.85
2024-11-16 10:30:00,5,0.27033107702396886,0.21508521083138907,66.0268301203417,2,7.91
2024-11-16 10:40:00,5,0.3800418442126956,0.2636271984181395,75.15641366539087,2,-9.13
2024-11-16 10:50:00,5,0.23937319012680303,0.19980185464275274,67.6590778650101,2,7.5
2024-11-16 11:00:00,5,0.2090329011954898,0.09939468498381271,75.67276785036131,2,-8.01
2024-11-16 11:10:00,5,0.3242685704680447,0.14560796199764747,73.63474374472845,2,2.04
2024-11-16 11:20:00,5,0.2434806551079236,0.07891525106021248,71.3280030203993,2,2.31
2024-11-16 11:30:00,5,0.06080103680265406,0.15606089412389765,66.48526993402638,2,4.84
2024-11-16 11:40:00,5,0.3396724902574897,0.26694870826933764,69.28252149213517,2,-2.8
2024-11-16 11:50:00,5,0.3903715351823957,0.13063336889795138,66.82795259262753,2,2.45
2024-11-16 12:00:00,5,0.3102698484414386,0.19878281361557806,74.91320709766971,2,-8.09
2024-11-16 12:10:00,5,0.33698655138265976,0.2077570346886435,73.19592552101051,2,1.72
2024-11-16 12:20:00,5,0.13016259423208867,0.1746967512358656,76.55202634008187,2,-3.36
2024-11-16 12:30:00,5,0.05720351059589346,0.1506389454388519,77.20434209363368,2,-0.65
2024-11-16 12:40:00,5,0.05819740972331347,0.2182765910414655,76.64974423626147,2,0.55
2024-11-16 12:50:00,5,0.3985154777189245,0.28803221774557525,76.35479012538478,2,0.29
2024-11-16 13:00:00,5,0.13227247551858504,0.25004915370943176,77.55606237475504,2,-1.2
2024-11-16 13:10:00,5,0.04192658816614632,0.22057897099589016,79.57105359998224,2,-2.01
2024-11-16 13:20:00,5,0.30563701254454684,0.23323378737933223,70.43856550620595,2,9.13
2024-11-16 13:30:00,5,0.13619506656576125,0.24621089586819228,72.37133688001012,2,-1.93
2024-11-16 13:40:00,5,0.3472117166970889,0.05125619805720766,75.72520198449325,2,-3.35
2024-11-16 13:50:00,5,0.10196311684948403,0.07384373522389191,70.80108248173018,2,4.92
2024-11-16 14:00:00,5,0.14468331422127872,0.08365924798147399,74.03614419414146,2,-3.24
2024-11-16 14:10:00,5,0.16406106559944778,0.15434283743807756,79.57847633510902,2,-5.54
2024-11-16 14:20:00,5,0.10221984086130687,0.1658221366347698,71.64839843733033,2,7.93
2024-11-16 14:30:00,5,0.16125277913909294,0.16558548738006676,76.21902355048418,2,-4.57
2024-11-16 14:40:00,5,0.03541948135310596,0.003045417124621208,77.50103989346998,2,-1.28
